Moves,Pokemon,Type,Category,estPower
Sunny Day,Riolu,Fire,Status,0.0
Protect,Riolu,Normal,Status,0.0
Rain Dance,Riolu,Water,Status,0.0
Frustration,Riolu,Normal,Physical,0.0
Earthquake,Riolu,Ground,Physical,100.0
Return,Riolu,Normal,Physical,0.0
Brick Break,Riolu,Fighting,Physical,75.0
Double Team,Riolu,Normal,Status,0.0
Rock Tomb,Riolu,Rock,Physical,57.0
Facade,Riolu,Normal,Physical,70.0
Rest,Riolu,Psychic,Status,0.0
Attract,Riolu,Normal,Status,0.0
Low Sweep,Riolu,Fighting,Physical,65.0
Round,Riolu,Normal,Special,60.0
Focus Blast,Riolu,Fighting,Special,84.0
Fling,Riolu,Dark,Physical,0.0
Shadow Claw,Riolu,Ghost,Physical,70.0
Payback,Riolu,Dark,Physical,50.0
Swords Dance,Riolu,Normal,Status,0.0
Bulldoze,Riolu,Ground,Physical,60.0
Rock Slide,Riolu,Rock,Physical,67.5
Poison Jab,Riolu,Poison,Physical,80.0
Swagger,Riolu,Normal,Status,0.0
Sleep Talk,Riolu,Normal,Status,0.0
Substitute,Riolu,Normal,Status,0.0
Confide,Riolu,Normal,Status,0.0
Captivate,Riolu,Normal,Status,0.0
Natural Gift,Riolu,Normal,Physical,0.0
Fury Cutter,Riolu,Bug,Physical,38.0
Headbutt,Riolu,Normal,Physical,70.0
Mud-Slap,Riolu,Ground,Special,20.0
Swift,Riolu,Normal,Special,60.0
Dig,Riolu,Ground,Physical,80.0
Power-Up Punch,Riolu,Fighting,Physical,40.0
Retaliate,Riolu,Normal,Physical,70.0
Rock Smash,Riolu,Fighting,Physical,40.0
Secret Power,Riolu,Normal,Physical,70.0
Strength,Riolu,Normal,Physical,80.0
Aura Sphere,Lucario,Fighting,Special,80.0
Detect,Lucario,Fighting,Status,0.0
Foresight,Lucario,Normal,Status,0.0
Laser Focus,Lucario,Normal,Status,0.0
Metal Claw,Lucario,Steel,Physical,47.5
Quick Attack,Lucario,Normal,Physical,40.0
Counter,Lucario,Fighting,Physical,0.0
Feint,Lucario,Normal,Physical,30.0
Power-Up Punch,Lucario,Fighting,Physical,40.0
Swords Dance,Lucario,Normal,Status,0.0
Metal Sound,Lucario,Steel,Status,0.0
Bone Rush,Lucario,Ground,Physical,22.5
Quick Guard,Lucario,Fighting,Status,0.0
Me First,Lucario,Normal,Status,0.0
Work Up,Lucario,Normal,Status,0.0
Calm Mind,Lucario,Psychic,Status,0.0
Heal Pulse,Lucario,Psychic,Status,0.0
Close Combat,Lucario,Fighting,Physical,120.0
Dragon Pulse,Lucario,Dragon,Special,85.0
Extreme Speed,Lucario,Normal,Physical,80.0
Agility,Lucario,Psychic,Status,0.0
Bite,Lucario,Dark,Physical,60.0
Blaze Kick,Lucario,Fire,Physical,76.5
Bullet Punch,Lucario,Steel,Physical,40.0
Circle Throw,Lucario,Fighting,Physical,54.0
Cross Chop,Lucario,Fighting,Physical,80.0
Crunch,Lucario,Dark,Physical,80.0
Detect,Lucario,Fighting,Status,0.0
Follow Me,Lucario,Normal,Status,0.0
High Jump Kick,Lucario,Fighting,Physical,117.0
Iron Defense,Lucario,Steel,Status,0.0
Low Kick,Lucario,Fighting,Physical,0.0
Mind Reader,Lucario,Normal,Status,0.0
Sky Uppercut,Lucario,Fighting,Physical,76.5
Vacuum Wave,Lucario,Fighting,Special,40.0
Dragon Pulse,Lucario,Dragon,Special,85.0
Drain Punch,Lucario,Fighting,Physical,75.0
Dual Chop,Lucario,Dragon,Physical,36.0
Focus Punch,Lucario,Fighting,Physical,150.0
Helping Hand,Lucario,Normal,Status,0.0
Ice Punch,Lucario,Ice,Physical,75.0
Iron Defense,Lucario,Steel,Status,0.0
Iron Tail,Lucario,Steel,Physical,75.0
Laser Focus,Lucario,Normal,Status,0.0
Low Kick,Lucario,Fighting,Physical,0.0
Magnet Rise,Lucario,Electric,Status,0.0
Role Play,Lucario,Psychic,Status,0.0
Snore,Lucario,Normal,Special,50.0
Thunder Punch,Lucario,Electric,Physical,75.0
Water Pulse,Lucario,Water,Special,60.0
Zen Headbutt,Lucario,Psychic,Physical,72.0
Work Up,Lucario,Normal,Status,0.0
Calm Mind,Lucario,Psychic,Status,0.0
Roar,Lucario,Normal,Status,0.0
Toxic,Lucario,Poison,Status,0.0
Bulk Up,Lucario,Fighting,Status,0.0
Hidden Power,Lucario,Normal,Special,60.0
Sunny Day,Lucario,Fire,Status,0.0
Hyper Beam,Lucario,Normal,Special,135.0
Protect,Lucario,Normal,Status,0.0
Rain Dance,Lucario,Water,Status,0.0
Frustration,Lucario,Normal,Physical,0.0
Earthquake,Lucario,Ground,Physical,100.0
Return,Lucario,Normal,Physical,0.0
Psychic,Lucario,Psychic,Special,90.0
Shadow Ball,Lucario,Ghost,Special,80.0
Brick Break,Lucario,Fighting,Physical,75.0
Double Team,Lucario,Normal,Status,0.0
Rock Tomb,Lucario,Rock,Physical,57.0
Facade,Lucario,Normal,Physical,70.0
Rest,Lucario,Psychic,Status,0.0
Attract,Lucario,Normal,Status,0.0
Low Sweep,Lucario,Fighting,Physical,65.0
Round,Lucario,Normal,Special,60.0
Focus Blast,Lucario,Fighting,Special,84.0
Fling,Lucario,Dark,Physical,0.0
Shadow Claw,Lucario,Ghost,Physical,70.0
Payback,Lucario,Dark,Physical,50.0
Giga Impact,Lucario,Normal,Physical,135.0
Stone Edge,Lucario,Rock,Physical,80.0
Swords Dance,Lucario,Normal,Status,0.0
Bulldoze,Lucario,Ground,Physical,60.0
Rock Slide,Lucario,Rock,Physical,67.5
Poison Jab,Lucario,Poison,Physical,80.0
Swagger,Lucario,Normal,Status,0.0
Sleep Talk,Lucario,Normal,Status,0.0
Substitute,Lucario,Normal,Status,0.0
Flash Cannon,Lucario,Steel,Special,80.0
Dark Pulse,Lucario,Dark,Special,80.0
Confide,Lucario,Normal,Status,0.0
Captivate,Lucario,Normal,Status,0.0
Natural Gift,Lucario,Normal,Physical,0.0
Fury Cutter,Lucario,Bug,Physical,38.0
Headbutt,Lucario,Normal,Physical,70.0
Mud-Slap,Lucario,Ground,Special,20.0
Swift,Lucario,Normal,Special,60.0
Dig,Lucario,Ground,Physical,80.0
Hone Claws,Lucario,Dark,Status,0.0
Retaliate,Lucario,Normal,Physical,70.0
Rock Smash,Lucario,Fighting,Physical,40.0
Secret Power,Lucario,Normal,Physical,70.0
Strength,Lucario,Normal,Physical,80.0
Sand Attack,Hippopotas,Ground,Status,0.0
Tackle,Hippopotas,Normal,Physical,40.0
Bite,Hippopotas,Dark,Physical,60.0
Yawn,Hippopotas,Normal,Status,0.0
Dig,Hippopotas,Ground,Physical,80.0
Take Down,Hippopotas,Normal,Physical,76.5
Sand Tomb,Hippopotas,Ground,Physical,29.75
Crunch,Hippopotas,Dark,Physical,80.0
Earthquake,Hippopotas,Ground,Physical,100.0
Double-Edge,Hippopotas,Normal,Physical,120.0
Fissure,Hippopotas,Ground,Physical,0.0
Body Slam,Hippopotas,Normal,Physical,85.0
Curse,Hippopotas,Ghost,Status,0.0
Revenge,Hippopotas,Fighting,Physical,60.0
Sand Tomb,Hippopotas,Ground,Physical,29.75
Slack Off,Hippopotas,Normal,Status,0.0
Sleep Talk,Hippopotas,Normal,Status,0.0
Spit Up,Hippopotas,Normal,Special,0.0
Stockpile,Hippopotas,Normal,Status,0.0
Swallow,Hippopotas,Normal,Status,0.0
Whirlwind,Hippopotas,Normal,Status,0.0
Earth Power,Hippopotas,Ground,Special,90.0
Iron Tail,Hippopotas,Steel,Physical,75.0
Snore,Hippopotas,Normal,Special,50.0
Stealth Rock,Hippopotas,Rock,Status,0.0
Stomping Tantrum,Hippopotas,Ground,Physical,75.0
Superpower,Hippopotas,Fighting,Physical,120.0
Water Pulse,Hippopotas,Water,Special,60.0
Roar,Hippopotas,Normal,Status,0.0
Toxic,Hippopotas,Poison,Status,0.0
Hidden Power,Hippopotas,Normal,Special,60.0
Sunny Day,Hippopotas,Fire,Status,0.0
Protect,Hippopotas,Normal,Status,0.0
Frustration,Hippopotas,Normal,Physical,0.0
Earthquake,Hippopotas,Ground,Physical,100.0
Return,Hippopotas,Normal,Physical,0.0
Double Team,Hippopotas,Normal,Status,0.0
Sandstorm,Hippopotas,Rock,Status,0.0
Rock Tomb,Hippopotas,Rock,Physical,57.0
Facade,Hippopotas,Normal,Physical,70.0
Rest,Hippopotas,Psychic,Status,0.0
Attract,Hippopotas,Normal,Status,0.0
Round,Hippopotas,Normal,Special,60.0
Bulldoze,Hippopotas,Ground,Physical,60.0
Rock Slide,Hippopotas,Rock,Physical,67.5
Swagger,Hippopotas,Normal,Status,0.0
Sleep Talk,Hippopotas,Normal,Status,0.0
Substitute,Hippopotas,Normal,Status,0.0
Confide,Hippopotas,Normal,Status,0.0
Captivate,Hippopotas,Normal,Status,0.0
Endure,Hippopotas,Normal,Status,0.0
Natural Gift,Hippopotas,Normal,Physical,0.0
Headbutt,Hippopotas,Normal,Physical,70.0
Mud-Slap,Hippopotas,Ground,Special,20.0
Rock Smash,Hippopotas,Fighting,Physical,40.0
Secret Power,Hippopotas,Normal,Physical,70.0
Strength,Hippopotas,Normal,Physical,80.0
Bite,Hippowdon,Dark,Physical,60.0
Fire Fang,Hippowdon,Fire,Physical,61.75
Ice Fang,Hippowdon,Ice,Physical,61.75
Sand Attack,Hippowdon,Ground,Status,0.0
Tackle,Hippowdon,Normal,Physical,40.0
Thunder Fang,Hippowdon,Electric,Physical,61.75
Yawn,Hippowdon,Normal,Status,0.0
Bite,Hippowdon,Dark,Physical,60.0
Yawn,Hippowdon,Normal,Status,0.0
Dig,Hippowdon,Ground,Physical,80.0
Take Down,Hippowdon,Normal,Physical,76.5
Sand Tomb,Hippowdon,Ground,Physical,29.75
Crunch,Hippowdon,Dark,Physical,80.0
Earthquake,Hippowdon,Ground,Physical,100.0
Double-Edge,Hippowdon,Normal,Physical,120.0
Fissure,Hippowdon,Ground,Physical,0.0
Body Slam,Hippowdon,Normal,Physical,85.0
Curse,Hippowdon,Ghost,Status,0.0
Revenge,Hippowdon,Fighting,Physical,60.0
Sand Tomb,Hippowdon,Ground,Physical,29.75
Slack Off,Hippowdon,Normal,Status,0.0
Sleep Talk,Hippowdon,Normal,Status,0.0
Spit Up,Hippowdon,Normal,Special,0.0
Stockpile,Hippowdon,Normal,Status,0.0
Swallow,Hippowdon,Normal,Status,0.0
Whirlwind,Hippowdon,Normal,Status,0.0
Earth Power,Hippowdon,Ground,Special,90.0
Iron Head,Hippowdon,Steel,Physical,80.0
Iron Tail,Hippowdon,Steel,Physical,75.0
Snore,Hippowdon,Normal,Special,50.0
Stealth Rock,Hippowdon,Rock,Status,0.0
Stomping Tantrum,Hippowdon,Ground,Physical,75.0
Superpower,Hippowdon,Fighting,Physical,120.0
Water Pulse,Hippowdon,Water,Special,60.0
Roar,Hippowdon,Normal,Status,0.0
Toxic,Hippowdon,Poison,Status,0.0
Hidden Power,Hippowdon,Normal,Special,60.0
Sunny Day,Hippowdon,Fire,Status,0.0
Hyper Beam,Hippowdon,Normal,Special,135.0
Protect,Hippowdon,Normal,Status,0.0
Frustration,Hippowdon,Normal,Physical,0.0
Earthquake,Hippowdon,Ground,Physical,100.0
Return,Hippowdon,Normal,Physical,0.0
Double Team,Hippowdon,Normal,Status,0.0
Sandstorm,Hippowdon,Rock,Status,0.0
Rock Tomb,Hippowdon,Rock,Physical,57.0
Facade,Hippowdon,Normal,Physical,70.0
Rest,Hippowdon,Psychic,Status,0.0
Attract,Hippowdon,Normal,Status,0.0
Round,Hippowdon,Normal,Special,60.0
Giga Impact,Hippowdon,Normal,Physical,135.0
Stone Edge,Hippowdon,Rock,Physical,80.0
Bulldoze,Hippowdon,Ground,Physical,60.0
Rock Slide,Hippowdon,Rock,Physical,67.5
Swagger,Hippowdon,Normal,Status,0.0
Sleep Talk,Hippowdon,Normal,Status,0.0
Substitute,Hippowdon,Normal,Status,0.0
Confide,Hippowdon,Normal,Status,0.0
Captivate,Hippowdon,Normal,Status,0.0
Endure,Hippowdon,Normal,Status,0.0
Natural Gift,Hippowdon,Normal,Physical,0.0
Headbutt,Hippowdon,Normal,Physical,70.0
Mud-Slap,Hippowdon,Ground,Special,20.0
Rock Smash,Hippowdon,Fighting,Physical,40.0
Secret Power,Hippowdon,Normal,Physical,70.0
Strength,Hippowdon,Normal,Physical,80.0
Bite,Skorupi,Dark,Physical,60.0
Leer,Skorupi,Normal,Status,0.0
Poison Sting,Skorupi,Poison,Physical,15.0
Knock Off,Skorupi,Dark,Physical,65.0
Pin Missile,Skorupi,Bug,Physical,23.75
Acupressure,Skorupi,Normal,Status,0.0
Pursuit,Skorupi,Dark,Physical,40.0
Bug Bite,Skorupi,Bug,Physical,60.0
Poison Fang,Skorupi,Poison,Physical,50.0
Venoshock,Skorupi,Poison,Special,65.0
Hone Claws,Skorupi,Dark,Status,0.0
Toxic Spikes,Skorupi,Poison,Status,0.0
Night Slash,Skorupi,Dark,Physical,70.0
Scary Face,Skorupi,Normal,Status,0.0
Crunch,Skorupi,Dark,Physical,80.0
Fell Stinger,Skorupi,Bug,Physical,50.0
Cross Poison,Skorupi,Poison,Physical,70.0
Agility,Skorupi,Psychic,Status,0.0
Confuse Ray,Skorupi,Ghost,Status,0.0
Feint Attack,Skorupi,Dark,Physical,60.0
Iron Tail,Skorupi,Steel,Physical,75.0
Night Slash,Skorupi,Dark,Physical,70.0
Poison Tail,Skorupi,Poison,Physical,50.0
Pursuit,Skorupi,Dark,Physical,40.0
Sand Attack,Skorupi,Ground,Status,0.0
Screech,Skorupi,Normal,Status,0.0
Slash,Skorupi,Normal,Physical,70.0
Twineedle,Skorupi,Bug,Physical,25.0
Whirlwind,Skorupi,Normal,Status,0.0
Aqua Tail,Skorupi,Water,Physical,81.0
Bug Bite,Skorupi,Bug,Physical,60.0
Iron Tail,Skorupi,Steel,Physical,75.0
Knock Off,Skorupi,Dark,Physical,65.0
Snore,Skorupi,Normal,Special,50.0
Toxic,Skorupi,Poison,Status,0.0
Venoshock,Skorupi,Poison,Special,65.0
Hidden Power,Skorupi,Normal,Special,60.0
Sunny Day,Skorupi,Fire,Status,0.0
Taunt,Skorupi,Dark,Status,0.0
Protect,Skorupi,Normal,Status,0.0
Rain Dance,Skorupi,Water,Status,0.0
Frustration,Skorupi,Normal,Physical,0.0
Return,Skorupi,Normal,Physical,0.0
Shadow Ball,Skorupi,Ghost,Special,80.0
Brick Break,Skorupi,Fighting,Physical,75.0
Double Team,Skorupi,Normal,Status,0.0
Sludge Bomb,Skorupi,Poison,Special,90.0
Rock Tomb,Skorupi,Rock,Physical,57.0
Aerial Ace,Skorupi,Flying,Physical,60.0
Torment,Skorupi,Dark,Status,0.0
Facade,Skorupi,Normal,Physical,70.0
Rest,Skorupi,Psychic,Status,0.0
Attract,Skorupi,Normal,Status,0.0
Thief,Skorupi,Dark,Physical,60.0
Round,Skorupi,Normal,Special,60.0
False Swipe,Skorupi,Normal,Physical,40.0
Fling,Skorupi,Dark,Physical,0.0
Payback,Skorupi,Dark,Physical,50.0
Swords Dance,Skorupi,Normal,Status,0.0
X-Scissor,Skorupi,Bug,Physical,80.0
Infestation,Skorupi,Bug,Special,20.0
Poison Jab,Skorupi,Poison,Physical,80.0
Swagger,Skorupi,Normal,Status,0.0
Sleep Talk,Skorupi,Normal,Status,0.0
Substitute,Skorupi,Normal,Status,0.0
Dark Pulse,Skorupi,Dark,Special,80.0
Confide,Skorupi,Normal,Status,0.0
Captivate,Skorupi,Normal,Status,0.0
Endure,Skorupi,Normal,Status,0.0
Natural Gift,Skorupi,Normal,Physical,0.0
Fury Cutter,Skorupi,Bug,Physical,38.0
Headbutt,Skorupi,Normal,Physical,70.0
Mud-Slap,Skorupi,Ground,Special,20.0
Dig,Skorupi,Ground,Physical,80.0
Flash,Skorupi,Normal,Status,0.0
Rock Smash,Skorupi,Fighting,Physical,40.0
Secret Power,Skorupi,Normal,Physical,70.0
Struggle Bug,Skorupi,Bug,Special,50.0
Cut,Skorupi,Normal,Physical,47.5
Strength,Skorupi,Normal,Physical,80.0
Bite,Drapion,Dark,Physical,60.0
Fire Fang,Drapion,Fire,Physical,61.75
Ice Fang,Drapion,Ice,Physical,61.75
Knock Off,Drapion,Dark,Physical,65.0
Leer,Drapion,Normal,Status,0.0
Poison Sting,Drapion,Poison,Physical,15.0
Thunder Fang,Drapion,Electric,Physical,61.75
Knock Off,Drapion,Dark,Physical,65.0
Pin Missile,Drapion,Bug,Physical,23.75
Acupressure,Drapion,Normal,Status,0.0
Pursuit,Drapion,Dark,Physical,40.0
Bug Bite,Drapion,Bug,Physical,60.0
Poison Fang,Drapion,Poison,Physical,50.0
Venoshock,Drapion,Poison,Special,65.0
Hone Claws,Drapion,Dark,Status,0.0
Toxic Spikes,Drapion,Poison,Status,0.0
Night Slash,Drapion,Dark,Physical,70.0
Scary Face,Drapion,Normal,Status,0.0
Crunch,Drapion,Dark,Physical,80.0
Fell Stinger,Drapion,Bug,Physical,50.0
Cross Poison,Drapion,Poison,Physical,70.0
Agility,Drapion,Psychic,Status,0.0
Confuse Ray,Drapion,Ghost,Status,0.0
Feint Attack,Drapion,Dark,Physical,60.0
Iron Tail,Drapion,Steel,Physical,75.0
Night Slash,Drapion,Dark,Physical,70.0
Poison Tail,Drapion,Poison,Physical,50.0
Pursuit,Drapion,Dark,Physical,40.0
Sand Attack,Drapion,Ground,Status,0.0
Screech,Drapion,Normal,Status,0.0
Slash,Drapion,Normal,Physical,70.0
Twineedle,Drapion,Bug,Physical,25.0
Whirlwind,Drapion,Normal,Status,0.0
Aqua Tail,Drapion,Water,Physical,81.0
Bug Bite,Drapion,Bug,Physical,60.0
Iron Tail,Drapion,Steel,Physical,75.0
Knock Off,Drapion,Dark,Physical,65.0
Snore,Drapion,Normal,Special,50.0
Stomping Tantrum,Drapion,Ground,Physical,75.0
Throat Chop,Drapion,Dark,Physical,80.0
Roar,Drapion,Normal,Status,0.0
Toxic,Drapion,Poison,Status,0.0
Venoshock,Drapion,Poison,Special,65.0
Hidden Power,Drapion,Normal,Special,60.0
Sunny Day,Drapion,Fire,Status,0.0
Taunt,Drapion,Dark,Status,0.0
Hyper Beam,Drapion,Normal,Special,135.0
Protect,Drapion,Normal,Status,0.0
Rain Dance,Drapion,Water,Status,0.0
Frustration,Drapion,Normal,Physical,0.0
Earthquake,Drapion,Ground,Physical,100.0
Return,Drapion,Normal,Physical,0.0
Shadow Ball,Drapion,Ghost,Special,80.0
Brick Break,Drapion,Fighting,Physical,75.0
Double Team,Drapion,Normal,Status,0.0
Sludge Bomb,Drapion,Poison,Special,90.0
Rock Tomb,Drapion,Rock,Physical,57.0
Aerial Ace,Drapion,Flying,Physical,60.0
Torment,Drapion,Dark,Status,0.0
Facade,Drapion,Normal,Physical,70.0
Rest,Drapion,Psychic,Status,0.0
Attract,Drapion,Normal,Status,0.0
Thief,Drapion,Dark,Physical,60.0
Round,Drapion,Normal,Special,60.0
False Swipe,Drapion,Normal,Physical,40.0
Fling,Drapion,Dark,Physical,0.0
Brutal Swing,Drapion,Dark,Physical,60.0
Payback,Drapion,Dark,Physical,50.0
Giga Impact,Drapion,Normal,Physical,135.0
Swords Dance,Drapion,Normal,Status,0.0
Bulldoze,Drapion,Ground,Physical,60.0
Rock Slide,Drapion,Rock,Physical,67.5
X-Scissor,Drapion,Bug,Physical,80.0
Infestation,Drapion,Bug,Special,20.0
Poison Jab,Drapion,Poison,Physical,80.0
Swagger,Drapion,Normal,Status,0.0
Sleep Talk,Drapion,Normal,Status,0.0
Substitute,Drapion,Normal,Status,0.0
Snarl,Drapion,Dark,Special,52.25
Dark Pulse,Drapion,Dark,Special,80.0
Confide,Drapion,Normal,Status,0.0
Captivate,Drapion,Normal,Status,0.0
Endure,Drapion,Normal,Status,0.0
Natural Gift,Drapion,Normal,Physical,0.0
Fury Cutter,Drapion,Bug,Physical,38.0
Headbutt,Drapion,Normal,Physical,70.0
Mud-Slap,Drapion,Ground,Special,20.0
Dig,Drapion,Ground,Physical,80.0
Flash,Drapion,Normal,Status,0.0
Retaliate,Drapion,Normal,Physical,70.0
Rock Smash,Drapion,Fighting,Physical,40.0
Secret Power,Drapion,Normal,Physical,70.0
Struggle Bug,Drapion,Bug,Special,50.0
Cut,Drapion,Normal,Physical,47.5
Strength,Drapion,Normal,Physical,80.0
Astonish,Croagunk,Ghost,Physical,30.0
Mud-Slap,Croagunk,Ground,Special,20.0
Poison Sting,Croagunk,Poison,Physical,15.0
Taunt,Croagunk,Dark,Status,0.0
Pursuit,Croagunk,Dark,Physical,40.0
Feint Attack,Croagunk,Dark,Physical,60.0
Revenge,Croagunk,Fighting,Physical,60.0
Swagger,Croagunk,Normal,Status,0.0
Mud Bomb,Croagunk,Ground,Special,55.25
Sucker Punch,Croagunk,Dark,Physical,70.0
Venoshock,Croagunk,Poison,Special,65.0
Nasty Plot,Croagunk,Dark,Status,0.0
Poison Jab,Croagunk,Poison,Physical,80.0
Sludge Bomb,Croagunk,Poison,Special,90.0
Belch,Croagunk,Poison,Special,108.0
Flatter,Croagunk,Dark,Status,0.0
Acupressure,Croagunk,Normal,Status,0.0
Bullet Punch,Croagunk,Steel,Physical,40.0
Counter,Croagunk,Fighting,Physical,0.0
Cross Chop,Croagunk,Fighting,Physical,80.0
Drain Punch,Croagunk,Fighting,Physical,75.0
Dynamic Punch,Croagunk,Fighting,Physical,50.0
Fake Out,Croagunk,Normal,Physical,40.0
Feint,Croagunk,Normal,Physical,30.0
Headbutt,Croagunk,Normal,Physical,70.0
Me First,Croagunk,Normal,Status,0.0
Meditate,Croagunk,Psychic,Status,0.0
Quick Guard,Croagunk,Fighting,Status,0.0
Smelling Salts,Croagunk,Normal,Physical,70.0
Vacuum Wave,Croagunk,Fighting,Special,40.0
Wake-Up Slap,Croagunk,Fighting,Physical,70.0
Bounce,Croagunk,Flying,Physical,72.25
Drain Punch,Croagunk,Fighting,Physical,75.0
Dual Chop,Croagunk,Dragon,Physical,36.0
Focus Punch,Croagunk,Fighting,Physical,150.0
Foul Play,Croagunk,Dark,Physical,95.0
Gunk Shot,Croagunk,Poison,Physical,96.0
Helping Hand,Croagunk,Normal,Status,0.0
Ice Punch,Croagunk,Ice,Physical,75.0
Icy Wind,Croagunk,Ice,Special,52.25
Knock Off,Croagunk,Dark,Physical,65.0
Low Kick,Croagunk,Fighting,Physical,0.0
Role Play,Croagunk,Psychic,Status,0.0
Snatch,Croagunk,Dark,Status,0.0
Snore,Croagunk,Normal,Special,50.0
Spite,Croagunk,Ghost,Status,0.0
Super Fang,Croagunk,Normal,Physical,0.0
Thunder Punch,Croagunk,Electric,Physical,75.0
Work Up,Croagunk,Normal,Status,0.0
Toxic,Croagunk,Poison,Status,0.0
Bulk Up,Croagunk,Fighting,Status,0.0
Venoshock,Croagunk,Poison,Special,65.0
Hidden Power,Croagunk,Normal,Special,60.0
Sunny Day,Croagunk,Fire,Status,0.0
Taunt,Croagunk,Dark,Status,0.0
Protect,Croagunk,Normal,Status,0.0
Rain Dance,Croagunk,Water,Status,0.0
Frustration,Croagunk,Normal,Physical,0.0
Earthquake,Croagunk,Ground,Physical,100.0
Return,Croagunk,Normal,Physical,0.0
Shadow Ball,Croagunk,Ghost,Special,80.0
Brick Break,Croagunk,Fighting,Physical,75.0
Double Team,Croagunk,Normal,Status,0.0
Sludge Wave,Croagunk,Poison,Special,95.0
Sludge Bomb,Croagunk,Poison,Special,90.0
Rock Tomb,Croagunk,Rock,Physical,57.0
Torment,Croagunk,Dark,Status,0.0
Facade,Croagunk,Normal,Physical,70.0
Rest,Croagunk,Psychic,Status,0.0
Attract,Croagunk,Normal,Status,0.0
Thief,Croagunk,Dark,Physical,60.0
Low Sweep,Croagunk,Fighting,Physical,65.0
Round,Croagunk,Normal,Special,60.0
Focus Blast,Croagunk,Fighting,Special,84.0
Fling,Croagunk,Dark,Physical,0.0
Embargo,Croagunk,Dark,Status,0.0
Payback,Croagunk,Dark,Physical,50.0
Bulldoze,Croagunk,Ground,Physical,60.0
Rock Slide,Croagunk,Rock,Physical,67.5
X-Scissor,Croagunk,Bug,Physical,80.0
Poison Jab,Croagunk,Poison,Physical,80.0
Swagger,Croagunk,Normal,Status,0.0
Sleep Talk,Croagunk,Normal,Status,0.0
Substitute,Croagunk,Normal,Status,0.0
Dark Pulse,Croagunk,Dark,Special,80.0
Confide,Croagunk,Normal,Status,0.0
Captivate,Croagunk,Normal,Status,0.0
Endure,Croagunk,Normal,Status,0.0
Natural Gift,Croagunk,Normal,Physical,0.0
Fury Cutter,Croagunk,Bug,Physical,38.0
Dig,Croagunk,Ground,Physical,80.0
Power-Up Punch,Croagunk,Fighting,Physical,40.0
Retaliate,Croagunk,Normal,Physical,70.0
Rock Smash,Croagunk,Fighting,Physical,40.0
Secret Power,Croagunk,Normal,Physical,70.0
Strength,Croagunk,Normal,Physical,80.0
Astonish,Toxicroak,Ghost,Physical,30.0
Mud-Slap,Toxicroak,Ground,Special,20.0
Poison Sting,Toxicroak,Poison,Physical,15.0
Mud-Slap,Toxicroak,Ground,Special,20.0
Poison Sting,Toxicroak,Poison,Physical,15.0
Taunt,Toxicroak,Dark,Status,0.0
Pursuit,Toxicroak,Dark,Physical,40.0
Feint Attack,Toxicroak,Dark,Physical,60.0
Revenge,Toxicroak,Fighting,Physical,60.0
Swagger,Toxicroak,Normal,Status,0.0
Mud Bomb,Toxicroak,Ground,Special,55.25
Sucker Punch,Toxicroak,Dark,Physical,70.0
Venoshock,Toxicroak,Poison,Special,65.0
Nasty Plot,Toxicroak,Dark,Status,0.0
Poison Jab,Toxicroak,Poison,Physical,80.0
Sludge Bomb,Toxicroak,Poison,Special,90.0
Belch,Toxicroak,Poison,Special,108.0
Flatter,Toxicroak,Dark,Status,0.0
Acupressure,Toxicroak,Normal,Status,0.0
Bullet Punch,Toxicroak,Steel,Physical,40.0
Counter,Toxicroak,Fighting,Physical,0.0
Cross Chop,Toxicroak,Fighting,Physical,80.0
Drain Punch,Toxicroak,Fighting,Physical,75.0
Dynamic Punch,Toxicroak,Fighting,Physical,50.0
Fake Out,Toxicroak,Normal,Physical,40.0
Feint,Toxicroak,Normal,Physical,30.0
Headbutt,Toxicroak,Normal,Physical,70.0
Me First,Toxicroak,Normal,Status,0.0
Meditate,Toxicroak,Psychic,Status,0.0
Quick Guard,Toxicroak,Fighting,Status,0.0
Smelling Salts,Toxicroak,Normal,Physical,70.0
Vacuum Wave,Toxicroak,Fighting,Special,40.0
Wake-Up Slap,Toxicroak,Fighting,Physical,70.0
Bounce,Toxicroak,Flying,Physical,72.25
Drain Punch,Toxicroak,Fighting,Physical,75.0
Dual Chop,Toxicroak,Dragon,Physical,36.0
Focus Punch,Toxicroak,Fighting,Physical,150.0
Foul Play,Toxicroak,Dark,Physical,95.0
Gunk Shot,Toxicroak,Poison,Physical,96.0
Helping Hand,Toxicroak,Normal,Status,0.0
Ice Punch,Toxicroak,Ice,Physical,75.0
Icy Wind,Toxicroak,Ice,Special,52.25
Knock Off,Toxicroak,Dark,Physical,65.0
Low Kick,Toxicroak,Fighting,Physical,0.0
Role Play,Toxicroak,Psychic,Status,0.0
Snatch,Toxicroak,Dark,Status,0.0
Snore,Toxicroak,Normal,Special,50.0
Spite,Toxicroak,Ghost,Status,0.0
Super Fang,Toxicroak,Normal,Physical,0.0
Throat Chop,Toxicroak,Dark,Physical,80.0
Thunder Punch,Toxicroak,Electric,Physical,75.0
Work Up,Toxicroak,Normal,Status,0.0
Toxic,Toxicroak,Poison,Status,0.0
Bulk Up,Toxicroak,Fighting,Status,0.0
Venoshock,Toxicroak,Poison,Special,65.0
Hidden Power,Toxicroak,Normal,Special,60.0
Sunny Day,Toxicroak,Fire,Status,0.0
